key,en,pl
KUPIS_DIALOGUE_PATH_02,Who are you?,Kim jesteś?
GROMAR_DIALOGUE_00,"Remember, nothing solves problems like a big stick and the pure power of your muscles...","Pamiętaj, nic nie rozwiązuje problemów lepiej niż duża pałka i czysta siła twoich mięśni…"
GROMAR_DIALOGUE_PATH_00,Can I ask something else?,Czy mogę zapytać o coś jeszcze?
GROMAR_DIALOGUE_01,"Teach? No. If you’re ready, I can show you how to truly wield it. Such knowledge comes at a price.","Nauczyć? Nie. Jeśli jesteś gotów, mogę pokazać ci, jak naprawdę władać bronią. Taka wiedza kosztuje."
GROMAR_DIALOGUE_PATH_01,"You wield a two-handed weapon, can you teach me how to use it?","Władasz bronią dwuręczną, możesz mnie nauczyć jej używać?"
GROMAR_DIALOGUE_02,"I can help you develop strength and endurance.Of course, not for free.","Mogę pomóc ci rozwijać siłę i wytrzymałość. Oczywiście, nie za darmo."
GROMAR_DIALOGUE_PATH_02,Can you teach me something?,Czy możesz mnie czegoś nauczyć?
GROMAR_DIALOGUE_03,"Farewell, traveler.","Żegnaj, podróżniku."
GROMAR_DIALOGUE_PATH_03,"Farewell, Gromar.","Żegnaj, Gromar."
GROMAR_DIALOGUE_04,"Ha! You’re right. I travel across the continent in search of challenges.My name is Gromar, and I come from the north.Those lands were once inhabited by us, the people.Now that orcs have taken nearly all of the north, our clans decided to leave their homes and move to the plains.We’re trying to convince all the people of the plains that war with the orcs is inevitable.","Ha! Masz rację. Podróżuję po kontynencie w poszukiwaniu wyzwań. Nazywam się Gromar i pochodzę z północy. Te ziemie kiedyś należały do nas, ludzi. Teraz, gdy orki zajęły niemal całą północ, nasze klany postanowiły opuścić domy i przenieść się na równiny. Staramy się przekonać wszystkich ludzi z równin, że wojna z orkami jest nieunikniona."
GROMAR_DIALOGUE_PATH_04,You look like a warrior?,Wyglądasz na wojownika?
ROAN_QUEST_00,Build Thaumaturge House,Zbudować dom taumaturga
ROAN_DIALOGUE_00,"May the light of the highest bless you, what brings you here?","Niech światło Najwyższego ci błogosławi, co cię tu sprowadza? "
ROAN_DIALOGUE_PATH_00,Can I talk something else?,Czy mogę porozmawiać o czymś innym?
ROAN_DIALOGUE_01," I am a thaumaturge. My name is Roan. Some call me the Weaver of Natural Laws. I study the unseen threads that bind magic, matter, and will. I do not act for glory or coin — only for the truth that lies beneath the skin of the world. ","Jestem taumaturgiem. Nazywam się Roan. Niektórzy nazywają mnie Tkaczem Praw Natury. Badam niewidzialne nici, które łączą magię, materię i wolę. Nie działam dla chwały ani pieniędzy — tylko dla prawdy, która leży pod skórą świata."
ROAN_DIALOGUE_PATH_01,Who are you?,Kim jesteś?
ROAN_DIALOGUE_02,"For a modest fee, I can aid you in expanding your intellect and wisdom. And if you’re willing... I may also guide you through the mysteries of thaumaturgy.",Za skromną opłatą mogę pomóc ci rozwijać intelekt i mądrość. A jeśli zechcesz… mogę również poprowadzić cię przez tajemnice taumaturgii.
ROAN_DIALOGUE_PATH_02,Can you teach me something?,Czy możesz mnie czegoś nauczyć?
ROAN_DIALOGUE_03,Of course. I hope you're ready.,"Oczywiście. Mam nadzieję, że jesteś gotów."
ROAN_DIALOGUE_PATH_03,Show me how to use thaumaturgy better.,"Pokaż mi, jak lepiej używać taumaturgii."
ROAN_DIALOGUE_04,"Of course, I can help develop your wisdom and intelligence.","Oczywiście, mogę pomóc rozwijać twoją mądrość i inteligencję."
ROAN_DIALOGUE_PATH_04,I would like to know more.,Chciałbym wiedzieć więcej.
ROAN_DIALOGUE_05,Goodbye,Do widzenia.
ROAN_DIALOGUE_PATH_05,Farewell.,Żegnaj.
ROAN_DIALOGUE_06,"I am not a priest adventure. I am Thaumaturge, I dont belive my holy powers come from gods but only from me.","Nie jestem kapłanem, przygodo. Jestem taumaturgiem, nie wierzę, że moje święte moce pochodzą od bogów, lecz tylko ode mnie."
ROAN_DIALOGUE_PATH_06,I am glad I find you priest.,"Cieszę się, że cię znalazłem, kapłanie."
ROAN_DIALOGUE_07,"I fear I shall not leave these lands until the matter of the undead is fully resolved. Thus, I ask you — find me a place where I can pursue my research into this unsettling threat in peace and quiet.","Obawiam się, że nie opuszczę tych ziem, dopóki sprawa nieumarłych nie zostanie w pełni rozwiązana. Dlatego proszę cię — znajdź mi miejsce, gdzie mogę prowadzić badania nad tym niepokojącym zagrożeniem w spokoju."
ROAN_DIALOGUE_PATH_07,Can I assist you in any way?,Czy mogę ci w czymś pomóc?
BAMUS_QUEST_00,Hunt goblins,Poluj na gobliny.
BAMUS_DIALUGUE_00,Sir?,Sir?
BAMUS_DIALUGUE_PATH_00,I wonder...,Zastanawiam się…
BAMUS_DIALUGUE_01," Yes, I can.I’ll show you how to hold a bow properly,or we can practice your dexterity together.","Tak, mogę. Pokażę ci, jak prawidłowo trzymać łuk, albo możemy razem ćwiczyć zwinność."
BAMUS_DIALUGUE_PATH_01,Can you tech me something?,Czy możesz mnie czegoś nauczyć?
BAMUS_DIALUGUE_02,"I’m Bamus, a hunter — though I mostly hunt small game.Once, I ventured into the Dark Forest. Never again.I’ll stick to hunting hares for now.","Jestem Bamus, myśliwy — choć poluję głównie na drobną zwierzynę. Kiedyś wszedłem do Ciemnego Lasu. Nigdy więcej. Teraz będę polował na zające."
BAMUS_DIALUGUE_PATH_02,Who are you?,Kim jesteś?
BAMUS_DIALUGUE_03,Yes... I want you to take revenge on the goblins for me.They attacked me on the trail and nearly pushed me into the abyss.They kill my best friend... my dog,"Tak… chcę, żebyś pomścił gobliny za mnie. Zaatakowały mnie na szlaku i prawie zepchnęły w przepaść. Zabili mojego najlepszego przyjaciela… mojego psa."
BAMUS_DIALUGUE_PATH_03,"Hey, can I help you with something?","Hej, mogę ci w czymś pomóc?"
BAMUS_DIALUGUE_04,"Thank you, traveler.I hope you’re not lying… though I see no deceit in your eyes.I believe you.Please, take my old bow and these few coins.May they serve you on your journey.Perhaps with them, you’ll save someone else — as I tried to save Rex…","Dziękuję, podróżniku. Mam nadzieję, że nie kłamiesz… choć w twoich oczach nie widzę podstępu. Wierzę ci. Proszę, weź mój stary łuk i kilka monet. Niech posłużą ci w podróży. Być może dzięki nim uratujesz kogoś innego — tak jak ja próbowałem uratować Rexa…"
BAMUS_DIALUGUE_PATH_04,The goblins won’t hurt anyone anymore.,Gobliny już nikogo nie skrzywdzą.
BAMUS_DIALUGUE_05,Tread carefully — these lands devour the unwary.,Idź ostrożnie — te ziemie pożerają nieostrożnych.
BAMUS_DIALUGUE_PATH_05,Until we meet again.,Do zobaczenia.
GOTAR_QUEST_00,Magic Adept,Adept magii.
GOTAR_DIALOGUE_00,I am so tired...,Jestem tak zmęczony…
GOTAR_DIALOGUE_PATH_00,"Yes, so tell me...","Tak, więc powiedz mi…"
GOTAR_DIALOGUE_01,"Actually, yes. I still remember some of the lessons from the academy. ",Właściwie tak. Wciąż pamiętam kilka lekcji z akademii.
GOTAR_DIALOGUE_PATH_01,Can you teach  me something?,Czy możesz mnie czegoś nauczyć?
GOTAR_DIALOGUE_02,"My name is Gotar. I was a magic apprentice at the academy, but… well, I got kicked out.Things didn’t go as I planned, but the world of magic still fascinates me.Now I’m trying to walk my own path, away from those walls and formalities.","Nazywam się Gotar. Byłem uczniem magii w akademii, ale… cóż, wyrzucono mnie. Nie wszystko poszło zgodnie z planem, ale świat magii nadal mnie fascynuje. Teraz próbuję kroczyć własną drogą, z dala od murów i formalności."
GOTAR_DIALOGUE_PATH_02,Who are you?,Kim jesteś?
GOTAR_DIALOGUE_03,"Actually, yes. I think I still remember how they taught us to craft enchanted staves back in the Academy.It was one of the few things I was actually good at.I just need the right material – good wood.Could you bring me some? Five solid pieces should do.","Właściwie tak. Myślę, że nadal pamiętam, jak uczyli nas tworzyć zaklęte kostury w akademii. To była jedna z niewielu rzeczy, w których byłem naprawdę dobry. Potrzebuję tylko odpowiedniego materiału — dobrego drewna. Czy mógłbyś mi je przynieść? Pięć solidnych kawałków wystarczy."
GOTAR_DIALOGUE_PATH_03,"Can I help you with something, Gotar?","Czy mogę ci w czymś pomóc, Gotar?"
GOTAR_DIALOGUE_04,"Yes, thank you!Just the right amount.While I work on crafting my new mage staff, I’d like to give you my old one.It’s not perfect, but it served me well for many years.Here – take it, and a few gold coins for your trouble.","Tak, dziękuję! Właśnie tyle, ile potrzeba. Podczas gdy tworzę nowy kostur maga, chciałbym dać ci mój stary. Nie jest idealny, ale służył mi dobrze przez wiele lat. Proszę — weź go, i kilka złotych monet za twój trud."
GOTAR_DIALOGUE_PATH_04,"I’ve brought you the wood, former adept. Is this enough?","Przyniosłem ci drewno, były adept. Czy to wystarczy?"
GOTAR_DIALOGUE_05,Take care of yourself.,Dbaj o siebie.
GOTAR_DIALOGUE_PATH_05,Farewell.,Żegnaj.
KAELA_QUEST_00,The Missing Delivery,Zaginiona przesyłka
KAELA_DIALOGUE_00,"Yes, can I help you?","Tak, mogę ci pomóc?"
KAELA_DIALOGUE_PATH_00,Can I ask something?,Czy mogę zapytać o coś?
KAELA_DIALOGUE_01,"Ofcorse, I am healer in this villige.","Oczywiście, jestem uzdrowicielem w tej wiosce."
KAELA_DIALOGUE_PATH_01,Can you tach me something?,Czy możesz mnie czegoś nauczyć?
KAELA_DIALOGUE_02," I’m Kaela, the village herbalist.People come to me when they’re hurt or in need of help.I used to study under a local alchemist, but I had to leave.He had to travel far away and then disappeared without a trace.Since then, I’ve been working on my own.","Jestem Kaela, wiejska zielarka. Ludzie przychodzą do mnie, gdy są ranni lub potrzebują pomocy. Studiowałam u lokalnego alchemika, ale musiałam odejść. Musiał wyjechać daleko, a potem zniknął bez śladu. Od tego czasu pracuję sama."
KAELA_DIALOGUE_PATH_02,Who are you?,Kim jesteś?
KAELA_DIALOGUE_03,"Yes... I was expecting a delivery – a mortar and pestle for crushing herbs.It was supposed to arrive days ago, but it never did, and I must admit I’m a bit upset.Maybe those cursed goblins scared off the merchants… or stole the goods.I wouldn’t want to trouble you…But if you help me, I’ll make it worth your while. I can brew some proper healing potions for you.","Tak… spodziewałam się przesyłki — moździerza i tłuczka do rozdrabniania ziół. Miała dotrzeć kilka dni temu, ale nie przyszła i muszę przyznać, że trochę mnie to zdenerwowało. Może ci przeklęci gobliny przestraszyli kupców… albo ukradli towar. Nie chciałabym cię fatygować… Ale jeśli mi pomożesz, wynagrodzę ci to. Mogę przygotować dla ciebie właściwe mikstury lecznicze."
KAELA_DIALOGUE_PATH_03,"Hmm, Kaela? You look like you could use some help.","Hmm, Kaela? Wygląda na to, że potrzebujesz pomocy."
KAELA_DIALOGUE_04,"I knew it! Thank you, traveler. Now I can help the villagers in peace.Please, take these two potions.From now on, I’ll be able to prepare a small batch of potions for sale if you stop by again.","Wiedziałam! Dziękuję, podróżniku. Teraz mogę spokojnie pomagać mieszkańcom. Proszę, weź te dwie mikstury. Od teraz będę mogła przygotować małą partię mikstur na sprzedaż, jeśli znowu wpadniesz."
KAELA_DIALOGUE_PATH_04, I have your delivery — the goblins really did have it.,Mam twoją przesyłkę — gobliny naprawdę ją miały.
KAELA_DIALOGUE_05,Be careful out there.,Bądź ostrożny tam na zewnątrz.
KAELA_DIALOGUE_PATH_05,Goodbye.,Do widzenia.
KURTZ_QUEST_00,Goblin Weapon,Broń goblinów
KURTZ_DIALOGUE_00,Yes?,Tak?
KURTZ_DIALOGUE_PATH_00,Can I talk with someting else?,Czy mogę porozmawiać o czymś innym?
KURTZ_DIALOGUE_01,"Yes, I can.I’ll show you how to increase your strength and endurance,and how to use weapons more effectively to survive on the battlefield.","Tak, mogę. Pokażę ci, jak zwiększyć siłę i wytrzymałość oraz jak skuteczniej używać broni, aby przetrwać na polu bitwy. "
KURTZ_DIALOGUE_PATH_01,"Kurtz, could you teach me something?","Kurtz, czy możesz mnie czegoś nauczyć?"
KURTZ_DIALOGUE_02,"I used to be a soldier. I fought in the great war against ogres and elves.After the war, I came to these lands to rest from the endless struggles and battle noise.Fortunately, the war ended, though my unit never made it back home.Some say I deserted — but the truth is more complicated.For now, I have no intention of returning to my homeland. I’ll stay here.","Byłem żołnierzem. Walczyłem w wielkiej wojnie przeciwko ogronom i elfom. Po wojnie przybyłem na te ziemie, by odpocząć od niekończących się zmagań i hałasu bitew. Na szczęście wojna się skończyła, choć moja jednostka nigdy nie wróciła do domu. Niektórzy mówią, że zbiegłem — ale prawda jest bardziej skomplikowana. Na razie nie mam zamiaru wracać do ojczyzny. Zostanę tutaj."
KURTZ_DIALOGUE_PATH_02,"Hey, can you tell me something about yourself?","Hej, czy możesz mi coś o sobie powiedzieć?"
KURTZ_DIALOGUE_03,"I see nothing escapes your notice.That’s right — I’d like to have a goblin weapon in my collection.I would go hunting myself, of course, but I don’t want to leave Miss Kaela unprotected, you understand.Maybe you could bring me such a weapon?","Widzę, że nic ci nie umyka. Dokładnie — chciałbym mieć w swojej kolekcji broń goblinów. Sam oczywiście bym polował, ale nie chcę zostawić Pani Kaeli bez ochrony, rozumiesz. Może mógłbyś mi przynieść taką broń?"
KURTZ_DIALOGUE_PATH_03,You look like you’re searching for something?,"Wyglądasz, jakbyś czegoś szukał?"
KURTZ_DIALOGUE_04," Good job.This weapon will serve me well.Take this as payment — some gold and my experience.And if you ever want to learn something, you know where to find me.","Dobra robota. Ta broń dobrze mi posłuży. Weź to jako zapłatę — trochę złota i moje doświadczenie. A jeśli kiedykolwiek zechcesz się czegoś nauczyć, wiesz, gdzie mnie znaleźć."
KURTZ_DIALOGUE_PATH_04,I have the weapon for you.,Mam dla ciebie broń.
KURTZ_DIALOGUE_05,Have nice day.,Miłego dnia.
KURTZ_DIALOGUE_PATH_05,Bye,Żegnaj
ENEMY_BOSS_BANDIT_00,Bandit,Bandyta
ENEMY_BOSS_BANDIT_01,Elite,Elita
ENEMY_BOSS_BANDIT_02,Leader,Dowódca
ENEMY_BOSS_BANDIT_03,Left hand,Lewa ręka
ENEMY_BOSS_BANDIT_04,Right hand,Prawa ręka
ENEMY_BOSS_BANDIT_05,Prince of Thiefs,Książę Złodziei
ENEMY_BOSS_BANDIT_06,Mage,Mag
ENEMY_BOSS_BANDIT_07,Desert Knight,Rycerz Pustyni
ENEMY_TITLE_00,Young,Młody
ENEMY_TITLE_01,Green,Zielony
ENEMY_TITLE_02,Weak,Słaby
ENEMY_TITLE_03,Strong,Silny
ENEMY_TITLE_04,Champion,Czempion
ENEMY_TITLE_05,Master,Mistrz
ENEMY_TITLE_06,Knigh of Hell,Rycerz Piekła
ENEMY_TITLE_07,Chempion of Hell,Mistrz Piekła
ENEMY_TITLE_08,Archdemon,Arcydiabeł
ENEMY_TITLE_09,Lord of Hell,Władca Piekła
ENEMY_TITLE_10,Prince of Hell,Książę Piekła
ENEMY_TITLE_11,King of Hell,Król Piekła
ENEMY_TITLE_12,Slave,Niewolnik
ENEMY_TITLE_13,Sinner,Grzesznik
ENEMY_TITLE_14,Incubus,Inkub
ENEMY_TITLE_15,Hellknight,Rycerz Piekła
ENEMY_TITLE_16,Nightmare,Koszmar
ENEMY_TITLE_17,Paladin,Paladyn
ENEMY_TITLE_18,Leader of Ranger,Dowódca Strażników
ENEMY_TITLE_19,Chempion of Forest,Mistrz Lasu
ENEMY_TITLE_20,Prince of Elfes,Książę Elfów
ENEMY_TITLE_21,King Mage,Król Magów
ENEMY_TITLE_22,Emperor Of Elves,Cesarz Elfów
ENEMY_TITLE_23,Ranger,Strażnik
ENEMY_TITLE_24,Mage,Mag
ENEMY_TITLE_25,Elite Ranger,Elitarny Strażnik
ENEMY_TITLE_26,Spellbraker,Łamacz Zaklęć
ENEMY_TITLE_27,Archmage,Arcyczarodziej
ENEMY_TITLE_28,Elite Hunter,Elitarny Myśliwy
ENEMY_TITLE_29,Leader,Dowódca
ENEMY_TITLE_30,Sentinel,Strażnik
ENEMY_TITLE_31,Elite Hunter,Elitarny Myśliwy
ENEMY_TITLE_32,Spiritual Leader,Przywódca Duchowy
ENEMY_TITLE_33,Scout,Zwiadowca
ENEMY_TITLE_34,Bandit,Bandyta
ENEMY_TITLE_35,Hunter,Myśliwy
ENEMY_TITLE_36,Warrior,Wojownik
ENEMY_TITLE_37,Naturalist,Przyrodnik
ENEMY_TITLE_38,Elite Warrior,Elitarny Wojownik
ENEMY_TITLE_39,Young Boss,Młody Szef
ENEMY_TITLE_40,Boss,Szef
ENEMY_TITLE_41,Young Shaman,Młody Szaman
ENEMY_TITLE_42,Hunter of Spiders,Łowca Pająków
ENEMY_TITLE_43,Chieft Shaman,Szaman Wódz
ENEMY_TITLE_44,Chief of Tribe,Wódz Plemienia
ENEMY_TITLE_45,Tribe Leader,Przywódca Plemienia
ENEMY_TITLE_46,King of Goblins,Król Goblinów
ENEMY_TITLE_47,Adult,Dorosły
ENEMY_TITLE_48,Thrower,Miotacz
ENEMY_TITLE_49,Chief,Wódz
ENEMY_TITLE_50,Shaman,Szaman
ENEMY_TITLE_51,Walkspirit,Duch Wędrowny
ENEMY_TITLE_52,Warchief,Wódz Wojenny
ENEMY_TITLE_53,Warchief of the Horde,Wódz Hordy
ENEMY_TITLE_54,Awaken,Obudzony
ENEMY_TITLE_55,Death Warrior,Wojownik Śmierci
ENEMY_TITLE_56,Lich,Lich
ENEMY_TITLE_57,Death Knight,Rycerz Śmierci
ENEMY_TITLE_58,Lich King,Król Lichów
ENEMY_TITLE_59,Archer,Łucznik
ENEMY_TITLE_60,Unknown,Nieznany
ENEMY_TITLE_61,Dark,Ciemny
ENEMY_NAME_01,Skeleton,Szkielet
ENEMY_NAME_02,Zombie,Zombie
ENEMY_NAME_03,Vampire,Wampir
ENEMY_NAME_04,Knight,Rycerz
ENEMY_NAME_05,Orc,Ork
ENEMY_NAME_06,Goblin,Goblin
ENEMY_NAME_07,Gnoll,Gnoll
ENEMY_NAME_08,Elf,Elf
ENEMY_NAME_09,Imp,Diabełek
ENEMY_NAME_10,Demon,Demon
ENEMY_NAME_11,Bear,Niedźwiedź
ENEMY_NAME_12,Wolf,Wilk
ENEMY_NAME_13,Slime,Śluz
ENEMY_NAME_14,Pickpocked,Kieszonkowiec
ENEMY_NAME_15,Bandit,Bandyta
EMBLEM_SET_1,Goblin Slayer,Łowca Goblinów
EMBLEM_SET_2,Orc Slayer,Łowca Orków
EMBLEM_SET_3,Demon Slayer,Łowca Demonów
EMBLEM_SET_4,Paladin,Paladyn 
ITEM_NAME_00,Bread,Chleb
ITEM_NAME_01,Slow-roasted ribs,Żeberka pieczone wolno
ITEM_NAME_02,Lamb Sausage,Kiełbasa jagnięca
ITEM_NAME_03,Boar Steak,Stek z dzika
ITEM_NAME_04,Beer,Piwo
ITEM_NAME_05,Wine,Wino
ITEM_NAME_06,Whisky,Whisky
ITEM_NAME_07,Garnet,Granat
ITEM_NAME_08,Amethyst,Ametyst
ITEM_NAME_09,Ruby,Rubin
ITEM_NAME_10,Saphire,Szafir
ITEM_NAME_11,Emerald,Szmaragd
ITEM_NAME_12,Diamond,Diament
ITEM_NAME_13,Dark Leather,Ciemna skóra
ITEM_NAME_14,Leather,Skóra
ITEM_NAME_15,Wolf Fur,Wilcza sierść
ITEM_NAME_16,Bear Fur,Niedźwiedzia sierść
ITEM_NAME_17,Reptile Skin,Skóra gadów
ITEM_NAME_18,Magic Leather,Magiczna skóra
ITEM_NAME_19,Dragon Scale,Smocza łuska
ITEM_NAME_20,Copper Bar,Sztabka miedzi
ITEM_NAME_21,Iron,Żelazo
ITEM_NAME_22,Gold Bar,Sztabka złota
ITEM_NAME_23,Titan Bar,Sztabka tytanu
ITEM_NAME_24,Silver Bar,Srebro
ITEM_NAME_25,Demon Iron Bar,Sztabka demonicznego żelaza
ITEM_NAME_26,Dark Iron,Ciemne żelazo
ITEM_NAME_27,Copper Ore,Ruda miedzi
ITEM_NAME_28,Iron Ore,Ruda żelaza
ITEM_NAME_29,Gold Ore,Ruda złota
ITEM_NAME_30,Titan Ore,Ruda tytanu
ITEM_NAME_31,Silver Ore,Ruda srebra
ITEM_NAME_32,Demon Ore,Ruda demoniczna
ITEM_NAME_33,Dark Iron Ore,Ruda ciemnego żelaza
ITEM_NAME_34,Common Rune,Zwykła runa
ITEM_NAME_35,Dark Rune,Ciemna runa
ITEM_NAME_36,Elemental Rune,Runy żywiołów
ITEM_NAME_37,Sun Rune,Runy Słońca
ITEM_NAME_38,Stone,Kamień
ITEM_NAME_39,Hard Wood Plank,Deska twardego drewna
ITEM_NAME_40,Wood Log,Kłoda drewna
ITEM_NAME_41,Hard Wood Log,Kłoda twardego drewna
ITEM_NAME_42,Ancient Wood Log,Starożytna kłoda drewna
ITEM_NAME_43,Wood Plank,Deska drewna
ITEM_NAME_44,Ancient Wood Plank,Starożytna deska drewna
ITEM_NAME_45,Healing Herb,Zioło lecznicze
ITEM_NAME_46,Healing Plant,Roślina lecznicza
ITEM_NAME_47,Healing Root,Korzeń leczniczy
ITEM_NAME_48,Ashwagandha,Ashwagandha
ITEM_NAME_49,Bear Garlic,Czosnek niedźwiedzi
ITEM_NAME_50,Black Sage,Czarna szałwia
ITEM_NAME_51,Blue Lavender,Niebieska lawenda
ITEM_NAME_52,Dragon Root,Smoczy korzeń
ITEM_NAME_53,Enchanted Nettle,Zaklęta pokrzywa
ITEM_NAME_54,Wormwood,Bylica
ITEM_NAME_55,Yarrow,Krwawnik
ITEM_NAME_56,Mana Herb,Zioło many
ITEM_NAME_57,Mana Plant,Roślina many
ITEM_NAME_58,Mana Root,Korzeń many
ITEM_NAME_59,Ashwagandha Powder,Proszek z ashwagandhy
ITEM_NAME_60,Yarrow Powder,Proszek z krwawnika 
ITEM_NAME_61,Bear Garlic Powder,Proszek z czosnku niedźwiedziego
ITEM_NAME_62,Enchanted Nettle Powder,Proszek z zaklętej pokrzywy
ITEM_NAME_63,Healing Powder,Proszek leczniczy
ITEM_NAME_64,Blue Lavender Powder,Proszek z niebieskiej lawendy
ITEM_NAME_65,Wormwood Powder,Proszek z bylicy
ITEM_NAME_66,Mana Powder,Proszek many
ITEM_NAME_67,Dragon Root Powder,Proszek z smoczego korzenia
ITEM_NAME_68,Black Sage Powder,Proszek z czarnej szałwii
ITEM_NAME_69,Empty Vial,Pusta fiolka
ITEM_NAME_70,Small Health Potion,Mała mikstura zdrowia
ITEM_NAME_71,Health Potion,Mikstura zdrowia
ITEM_NAME_72,Small Mana Potion,Mała mikstura many
ITEM_NAME_73,Mana Potion,Mikstura many 
ITEM_NAME_74,Fire Bolt,Piorun ognia
ITEM_NAME_75,Bolt Spark,Iskrzący pocisk
ITEM_NAME_76,Strong Bless,Silne błogosławieństwo
ITEM_NAME_77,Quick Heal,Szybkie leczenie
ITEM_NAME_78,Renew,Odnowienie
ITEM_NAME_79,Fire Dragon Breath,Oddech smoka ognia
ITEM_NAME_80,Frost Dragon Breath,Oddech smoka lodu
ITEM_NAME_81,Lighting Bolt,Piorun
ITEM_NAME_82,Lighting Strike,Uderzenie pioruna 
ITEM_NAME_83,Simple Axe,Prosta siekiera
ITEM_NAME_84,Primitive Axe,Prymitywna siekiera
ITEM_NAME_85,Warrior Axe,Siekiera wojownika
ITEM_NAME_86,Hattched,Siekiera z hatchu
ITEM_NAME_87,Dwarf Axe,Krasnoludzka siekiera
ITEM_NAME_88,Battle Axe,Siekiera bitewna
ITEM_NAME_89,Dark Axe,Ciemna siekiera
ITEM_NAME_90,Elf Axe,Elficka siekiera
ITEM_NAME_91,Axe of Mountain,Siekiera górska
ITEM_NAME_92,Rusty Greataxe,Zardzewiały wielki topór
ITEM_NAME_93,Grateaxe,Wielki topór
ITEM_NAME_94,Sharped Greataxe,Ostrzony wielki topór
ITEM_NAME_95,Executonier Greataxe,Egzekucyjny wielki topór
ITEM_NAME_96,Pickaxe,Kilof
ITEM_NAME_97,Orc Axe,Orcza siekiera
ITEM_NAME_98,Warrior Orc Axe,Siekiera wojownika orków
ITEM_NAME_99,Elite Orc Axe,Elitarna siekiera orków
ITEM_NAME_100,Warchief Greataxe,Wielki topór wodza
ITEM_NAME_101,Bandit Bow,Łuk bandyty
ITEM_NAME_102,Ranger Bow,Łuk strażnika
ITEM_NAME_103,Dark Bow,Czarny łuk 
ITEM_NAME_104,Laminated Bow,Łuk laminowany
ITEM_NAME_105,Elf Bow,Elficki łuk
ITEM_NAME_106,Simple Bow,Prosty łuk
ITEM_NAME_107,Orc Bow,Orczy łuk
ITEM_NAME_108,Fists,Pięści
ITEM_NAME_109,Iron Mace,Żelazna buława
ITEM_NAME_110,Heavy mace,Ciężka buława
ITEM_NAME_111,Black Mace,Czarna buława
ITEM_NAME_112,Sunleaft Mace,Buława Liścia Słońca
ITEM_NAME_113,Blackrock Mace,Buława Czarnoskale
ITEM_NAME_114,Simple Mace,Prosta buława
ITEM_NAME_115,Rusty Mace,Zardzewiała buława
ITEM_NAME_116,Flame,Płomień
ITEM_NAME_117,Dark Hammer,Czarny młot
ITEM_NAME_118,Ice Mace,Lodowa buława
ITEM_NAME_119,Deathblow,Cios śmierci
ITEM_NAME_120,Paladin Greatmace,Wielka buława paladyna
ITEM_NAME_121,Darkiron Greatmace,Wielka buława z ciemnego żelaza
ITEM_NAME_122,Paladin Mace,Buława paladyna
ITEM_NAME_123,Rusty Knight Mace,Zardzewiała buława rycerza
ITEM_NAME_124,Book of Firebolt,Księga Pioruna Ognia
ITEM_NAME_125,Goblin Fire Rune,Runiczny ogień goblina
ITEM_NAME_126,Staff of Fire,Kostur ognia
ITEM_NAME_127,Elves Magic Staff,Magiczny kostur elfów
ITEM_NAME_128,Staff of Archmage ,Kostur arcyczarodzieja
ITEM_NAME_129,Iron Sword,Żelazny miecz
ITEM_NAME_130,Dark Prince,Ciemny Książę
ITEM_NAME_131,Dark Iron Sword,Żelazny miecz ciemności
ITEM_NAME_132,Iceblade,Lodowy miecz
ITEM_NAME_133,Ice sword,Lodowy miecz (Ice Sword)
ITEM_NAME_134,Deathblade,Cios Śmierci (Deathblade)
ITEM_NAME_135,Dwarf Sword,Krasnoludzki miecz
ITEM_NAME_136,Elf Sword,Elficki miecz
ITEM_NAME_137,Iron blade,Żelazne ostrze
ITEM_NAME_138,Rusty Sword,Zardzewiały miecz
ITEM_NAME_139,Broken Sword,Złamany miecz
ITEM_NAME_140,Bronze Sword,Miecz brązowy
ITEM_NAME_141,Greatsword,Wielki miecz
ITEM_NAME_142,Paladin Sword,Miecz paladyna
ITEM_NAME_143,Steel Greatsword,Stalowy wielki miecz
ITEM_NAME_144,Greatsword,Wielki miecz
ITEM_NAME_145,Zweihander,Zweihander
ITEM_NAME_146,Blackiron Greatsword,Wielki miecz czarnego żelaza
ITEM_NAME_147,Magic Greatsword,Magiczny wielki miecz
ITEM_NAME_148,Elven Greatsword,Elficki wielki miecz
ITEM_NAME_149,Frost Greatsword,Mroźny wielki miecz
ITEM_NAME_150,Darkfire Greatsword,Wielki miecz ciemnego ognia
ITEM_NAME_151,Frostmourne,Frostmourne
ITEM_NAME_152,Rusty Greatsword,Zardzewiały wielki miecz
ITEM_NAME_153,Rusty Greatsword,Zardzewiały wielki miecz
ITEM_NAME_154,Rusty Greatsword,Zardzewiały wielki miecz
ITEM_NAME_155,Greatsword,Wielki miecz 
ITEM_NAME_156,Potion of {attr_name},Mikstura {attr_name}
ITEM_NAME_ADD_ATTIBUTE,and {attr_name},i {attr_name}
ITEM_NAME_DESCRIPTION_00,"Baked in stone ovens beneath the mountain, this crusty bread carries the warmth of ancient hearths — hearty, golden, and blessed by the flame.","Chleb pieczony w piecach kamiennych pod górą — chrupiący, pełen ciepła pradawnych ognisk, złocisty i błogosławiony ogniem."
